domain	mediabias_leftcenterbias_x	mediabias_leftbias_x	mediabias_rightcenterbias_x	mediabias_rightbias_x	mediabias_leftcenterbias_y	mediabias_leftbias_y	mediabias_rightcenterbias_y	mediabias_rightbias_y
armscontrol.org					1.0	0.0	0.0	0.0
omplex.com					1.0	0.0	0.0	0.0
mainichi.jp					1.0	0.0	0.0	0.0
tcf.org					1.0	0.0	0.0	0.0
yaleglobal.yale.edu					1.0	0.0	0.0	0.0
rationalwiki.org					1.0	0.0	0.0	0.0
pal-item.com					1.0	0.0	0.0	0.0
highline.huffingtonpost.com					1.0	0.0	0.0	0.0
yankeeinstitute.org	0.0	0.0	1.0	0.0				
dallasnews.com	0.0	0.0	1.0	0.0				
sbs.com.au					1.0	0.0	0.0	0.0
myfox28columbus.com	0.0	0.0	1.0	0.0				
bing.com					1.0	0.0	0.0	0.0
lemonde.fr					1.0	0.0	0.0	0.0
mexiconewsdaily.com					1.0	0.0	0.0	0.0
honestreporting.com	0.0	0.0	1.0	0.0				
abcnews.go.com					1.0	0.0	0.0	0.0
cbslocal.com					1.0	0.0	0.0	0.0
thehilltalk.com					1.0	0.0	0.0	0.0
wset.com	0.0	0.0	1.0	0.0				
nacion.com	0.0	0.0	1.0	0.0				
hcn.org					1.0	0.0	0.0	0.0
thelibertarianrepublic.com	0.0	0.0	1.0	0.0				
providencejournal.com					1.0	0.0	0.0	0.0
rfa.org					1.0	0.0	0.0	0.0
reviewjournal.com	0.0	0.0	1.0	0.0				
dailyherald.com	0.0	0.0	1.0	0.0				
parrysound.com					1.0	0.0	0.0	0.0
harpers.org					1.0	0.0	0.0	0.0
rightweb.irc-online.org					1.0	0.0	0.0	0.0
investortimes.com	0.0	0.0	1.0	0.0				
hk.appledaily.com	0.0	0.0	1.0	0.0				
ktul.com	0.0	0.0	1.0	0.0				
ncnewsonline.com					1.0	0.0	0.0	0.0
deadline.com					1.0	0.0	0.0	0.0
news-herald.com	0.0	0.0	1.0	0.0				
thebulwark.com	0.0	0.0	1.0	0.0				
dispatch.com					1.0	0.0	0.0	0.0
galvnews.com	0.0	0.0	1.0	0.0				
amestrib.com					1.0	0.0	0.0	0.0
abc11.com					1.0	0.0	0.0	0.0
Watchdog.com	0.0	0.0	1.0	0.0				
ndtv.com					1.0	0.0	0.0	0.0
niskanencenter.org					1.0	0.0	0.0	0.0
foodnavigator.com					1.0	0.0	0.0	0.0
mlive.com	0.0	0.0	1.0	0.0				
newstimes.com					1.0	0.0	0.0	0.0
newsday.com					1.0	0.0	0.0	0.0
mynbc15.com	0.0	0.0	1.0	0.0				
myheraldreview.com	0.0	0.0	1.0	0.0				
weforum.org					1.0	0.0	0.0	0.0
registerherald.com	0.0	0.0	1.0	0.0				
foxsanantonio.com	0.0	0.0	1.0	0.0				
buzzfeed.com					1.0	0.0	0.0	0.0
thenextweb.com					1.0	0.0	0.0	0.0
adaderana.lk					1.0	0.0	0.0	0.0
thenewstribune.com					1.0	0.0	0.0	0.0
India.com	0.0	0.0	1.0	0.0				
hpenews.com	0.0	0.0	1.0	0.0				
tarbell.org					1.0	0.0	0.0	0.0
affinitymagazine.us					1.0	0.0	0.0	0.0
frontiersman.com	0.0	0.0	1.0	0.0				
realclearpolicy.com	0.0	0.0	1.0	0.0				
wilderness.org					1.0	0.0	0.0	0.0
stuff.co.nz					1.0	0.0	0.0	0.0
guns.com	0.0	0.0	1.0	0.0				
toledoblade.com	0.0	0.0	1.0	0.0				
migrationpolicy.org					1.0	0.0	0.0	0.0
businesslive.co.za	0.0	0.0	1.0	0.0				
sofrep.com	0.0	0.0	1.0	0.0				
thecity.nyc					1.0	0.0	0.0	0.0
vulture.com					1.0	0.0	0.0	0.0
billingsgazette.com	0.0	0.0	1.0	0.0				
wri.org					1.0	0.0	0.0	0.0
ew.com					1.0	0.0	0.0	0.0
wfxl.com	0.0	0.0	1.0	0.0				
derstandard.at					1.0	0.0	0.0	0.0
nola.com					1.0	0.0	0.0	0.0
humanium.org					1.0	0.0	0.0	0.0
ridgecrestca.com					1.0	0.0	0.0	0.0
investigaterussia.org					1.0	0.0	0.0	0.0
aceshowbiz.com					1.0	0.0	0.0	0.0
niagara-gazette.com					1.0	0.0	0.0	0.0
globalrealnews.com					1.0	0.0	0.0	0.0
ctmirror.org					1.0	0.0	0.0	0.0
dw.com					1.0	0.0	0.0	0.0
dawn.com					1.0	0.0	0.0	0.0
nbcnewyork.com					1.0	0.0	0.0	0.0
arkansasonline.com	0.0	0.0	1.0	0.0				
apnews.com					1.0	0.0	0.0	0.0
fusion.net					1.0	0.0	0.0	0.0
oregonlive.com	0.0	0.0	1.0	0.0				
Deutschland.de	0.0	0.0	1.0	0.0				
hilltimes.com					1.0	0.0	0.0	0.0
bylinetimes.com					1.0	0.0	0.0	0.0
project-syndicate.org					1.0	0.0	0.0	0.0
psmag.com					1.0	0.0	0.0	0.0
news.yahoo.com					1.0	0.0	0.0	0.0
koco.com					1.0	0.0	0.0	0.0
vibe.com					1.0	0.0	0.0	0.0
gadsdentimes.com					1.0	0.0	0.0	0.0
savannahnow.com	0.0	0.0	1.0	0.0				
buzzfeednews.com					1.0	0.0	0.0	0.0
reason.com	0.0	0.0	1.0	0.0				
9news.com.au	0.0	0.0	1.0	0.0				
ciponline.org					1.0	0.0	0.0	0.0
eurasiareview.com					1.0	0.0	0.0	0.0
Foxillinois.com	0.0	0.0	1.0	0.0				
mississippitoday.org					1.0	0.0	0.0	0.0
lastampa.it					1.0	0.0	0.0	0.0
wilsoncenter.org					1.0	0.0	0.0	0.0
debunkingdenialism.com					1.0	0.0	0.0	0.0
americanimmigrationcouncil.org					1.0	0.0	0.0	0.0
timesofindia.indiatimes.com	0.0	0.0	1.0	0.0				
techcrunch.com					1.0	0.0	0.0	0.0
yorkregion.com					1.0	0.0	0.0	0.0
nebraska.tv	0.0	0.0	1.0	0.0				
mynorthwest.com	0.0	0.0	1.0	0.0				
resourcegovernance.org					1.0	0.0	0.0	0.0
cbc.ca					1.0	0.0	0.0	0.0
pacificresearch.org	0.0	0.0	1.0	0.0				
themoscowtimes.com					1.0	0.0	0.0	0.0
centerforpolitics.org					1.0	0.0	0.0	0.0
news.trust.org					1.0	0.0	0.0	0.0
businessinsider.com					1.0	0.0	0.0	0.0
irishexaminer.com					1.0	0.0	0.0	0.0
nj.com					1.0	0.0	0.0	0.0
rappler.com					1.0	0.0	0.0	0.0
volkskrant.nl	0.0	0.0	1.0	0.0				
heraldscotland.com					1.0	0.0	0.0	0.0
adl.org					1.0	0.0	0.0	0.0
indiatoday.in	0.0	0.0	1.0	0.0				
nbcnews.com					1.0	0.0	0.0	0.0
thedailystar.com					1.0	0.0	0.0	0.0
demos.org					1.0	0.0	0.0	0.0
newideal.aynrand.org	0.0	0.0	1.0	0.0				
koreatimes.co.kr					1.0	0.0	0.0	0.0
coloradoan.com					1.0	0.0	0.0	0.0
wtwc40.com	0.0	0.0	1.0	0.0				
dailyjournal.net	0.0	0.0	1.0	0.0				
usnews.com					1.0	0.0	0.0	0.0
nationalpost.com	0.0	0.0	1.0	0.0				
theage.com.au					1.0	0.0	0.0	0.0
ifamericaknew.org					1.0	0.0	0.0	0.0
scoperatings.com	0.0	0.0	1.0	0.0				
spiegel.de					1.0	0.0	0.0	0.0
lasvegassun.com					1.0	0.0	0.0	0.0
kff.org					1.0	0.0	0.0	0.0
metro.us					1.0	0.0	0.0	0.0
mic.com					1.0	0.0	0.0	0.0
fresnobee.com					1.0	0.0	0.0	0.0
leftjustified.com					1.0	0.0	0.0	0.0
abc6onyourside.com	0.0	0.0	1.0	0.0				
voiceofsandiego.org					1.0	0.0	0.0	0.0
nwaonline.com	0.0	0.0	1.0	0.0				
komonews.com	0.0	0.0	1.0	0.0				
moneytalksnews.com					1.0	0.0	0.0	0.0
minnpost.org					1.0	0.0	0.0	0.0
wach.com	0.0	0.0	1.0	0.0				
coed.com					1.0	0.0	0.0	0.0
euractiv.com					1.0	0.0	0.0	0.0
ydr.edu					1.0	0.0	0.0	0.0
cbs6albany.com	0.0	0.0	1.0	0.0				
sanfrancisco.cbslocal.co					1.0	0.0	0.0	0.0
dayton247now.com	0.0	0.0	1.0	0.0				
tulsaworld.com	0.0	0.0	1.0	0.0				
abc45.com	0.0	0.0	1.0	0.0				
religionnews.com					1.0	0.0	0.0	0.0
mnn.com					1.0	0.0	0.0	0.0
washingtoninstitute.org	0.0	0.0	1.0	0.0				
americasquarterly.org	0.0	0.0	1.0	0.0				
bloomberg.com					1.0	0.0	0.0	0.0
marginalrevolution.com	0.0	0.0	1.0	0.0				
breakingdefense.com	0.0	0.0	1.0	0.0				
harvardpolitics.com					1.0	0.0	0.0	0.0
newyork.cbslocal.com					1.0	0.0	0.0	0.0
theintercept.com					1.0	0.0	0.0	0.0
fee.org	0.0	0.0	1.0	0.0				
nbclosangeles.com					1.0	0.0	0.0	0.0
newsandgutsmedia.com					1.0	0.0	0.0	0.0
hln.be	0.0	0.0	1.0	0.0				
news.mongabay.com					1.0	0.0	0.0	0.0
eff.org					1.0	0.0	0.0	0.0
guelphmercury.com					1.0	0.0	0.0	0.0
texasmonthly.com					1.0	0.0	0.0	0.0
taxjustice.net					1.0	0.0	0.0	0.0
independent.org	0.0	0.0	1.0	0.0				
walesonline.co.uk					1.0	0.0	0.0	0.0
mycbs4.com	0.0	0.0	1.0	0.0				
c4ads.org					1.0	0.0	0.0	0.0
fox17.com	0.0	0.0	1.0	0.0				
ocregister.com	0.0	0.0	1.0	0.0				
freedomhouse.org	0.0	0.0	1.0	0.0				
wcti12.com	0.0	0.0	1.0	0.0				
koreaherald.com	0.0	0.0	1.0	0.0				
aspeninstitute.org					1.0	0.0	0.0	0.0
listverse.com	0.0	0.0	1.0	0.0				
jsonline.com					1.0	0.0	0.0	0.0
mirror.co.uk					1.0	0.0	0.0	0.0
politifact.com					1.0	0.0	0.0	0.0
sfgate.com					1.0	0.0	0.0	0.0
heavy.com					1.0	0.0	0.0	0.0
yomiuri.co.jp	0.0	0.0	1.0	0.0				
laconiadailysun.com					1.0	0.0	0.0	0.0
english.chosun.com	0.0	0.0	1.0	0.0				
wjactv.com	0.0	0.0	1.0	0.0				
thewest.com.au	0.0	0.0	1.0	0.0				
recordherald.com	0.0	0.0	1.0	0.0				
omaha.com	0.0	0.0	1.0	0.0				
hoover.org	0.0	0.0	1.0	0.0				
thesunmagazine.org					1.0	0.0	0.0	0.0
themoderatevoice.com					1.0	0.0	0.0	0.0
chinaafricaproject.com					1.0	0.0	0.0	0.0
ecfr.eu					1.0	0.0	0.0	0.0
nhk.or.jp	0.0	0.0	1.0	0.0				
nation.africa					1.0	0.0	0.0	0.0
cbpp.org					1.0	0.0	0.0	0.0
foxchattanooga.com	0.0	0.0	1.0	0.0				
rep-am.com	0.0	0.0	1.0	0.0				
delo.si					1.0	0.0	0.0	0.0
opendemocracy.net					1.0	0.0	0.0	0.0
lohud.com					1.0	0.0	0.0	0.0
newsobserver.com					1.0	0.0	0.0	0.0
saudigazette.com.sa					1.0	0.0	0.0	0.0
TRIBUNnews.com	0.0	0.0	1.0	0.0				
globaltimes.cn					1.0	0.0	0.0	0.0
fair.org					1.0	0.0	0.0	0.0
mprnews.org					1.0	0.0	0.0	0.0
freakonomics.com					1.0	0.0	0.0	0.0
dominionpost.com					1.0	0.0	0.0	0.0
abc3340.com	0.0	0.0	1.0	0.0				
washingtonblade.com					1.0	0.0	0.0	0.0
fitsnews.com	0.0	0.0	1.0	0.0				
arcamax.com	0.0	0.0	1.0	0.0				
jpost.com	0.0	0.0	1.0	0.0				
abcnews4.com	0.0	0.0	1.0	0.0				
lincolncourier.com					1.0	0.0	0.0	0.0
atlanticmedia.com					1.0	0.0	0.0	0.0
fairvote.org					1.0	0.0	0.0	0.0
reporter-times.com					1.0	0.0	0.0	0.0
hidesertstar.com	0.0	0.0	1.0	0.0				
cato.org	0.0	0.0	1.0	0.0				
thechronicleherald.ca	0.0	0.0	1.0	0.0				
idahostatejournal.com	0.0	0.0	1.0	0.0				
icrw.org					1.0	0.0	0.0	0.0
newser.com					1.0	0.0	0.0	0.0
mercurynews.com					1.0	0.0	0.0	0.0
bbc.com					1.0	0.0	0.0	0.0
firstpost.com	0.0	0.0	1.0	0.0				
WAMU.org					1.0	0.0	0.0	0.0
neweurope.eu					1.0	0.0	0.0	0.0
tuscaloosanews.com					1.0	0.0	0.0	0.0
sapiens.org					1.0	0.0	0.0	0.0
amnesty.org					1.0	0.0	0.0	0.0
libertarianism.org	0.0	0.0	1.0	0.0				
repubblica.it					1.0	0.0	0.0	0.0
worldpress.org					1.0	0.0	0.0	0.0
americanmilitarynews.com	0.0	0.0	1.0	0.0				
independent.co.uk					1.0	0.0	0.0	0.0
tcpalm.com					1.0	0.0	0.0	0.0
upnorthlive.com	0.0	0.0	1.0	0.0				
canadians.org					1.0	0.0	0.0	0.0
news-leader.com					1.0	0.0	0.0	0.0
rocketnews.com					1.0	0.0	0.0	0.0
helsinkitimes.fi					1.0	0.0	0.0	0.0
checkyourfact.com	0.0	0.0	1.0	0.0				
columbiadailyherald.com	0.0	0.0	1.0	0.0				
morningbrew.com					1.0	0.0	0.0	0.0
sentencingproject.org					1.0	0.0	0.0	0.0
durangoherald.com	0.0	0.0	1.0	0.0				
polygon.com					1.0	0.0	0.0	0.0
nationalaffairs.com	0.0	0.0	1.0	0.0				
lexingtoninstitute.org	0.0	0.0	1.0	0.0				
chron.com					1.0	0.0	0.0	0.0
local12.com	0.0	0.0	1.0	0.0				
tampabay.com					1.0	0.0	0.0	0.0
capitalgazette.com					1.0	0.0	0.0	0.0
windsorstar.com	0.0	0.0	1.0	0.0				
citizensforethics.org					1.0	0.0	0.0	0.0
humanprogress.org	0.0	0.0	1.0	0.0				
theday.com					1.0	0.0	0.0	0.0
globalnews.ca					1.0	0.0	0.0	0.0
indiatimes.com	0.0	0.0	1.0	0.0				
portsmouth-dailytimes.com	0.0	0.0	1.0	0.0				
northjersey.com					1.0	0.0	0.0	0.0
wikileaks.org					1.0	0.0	0.0	0.0
independentaustralia.net					1.0	0.0	0.0	0.0
variety.com					1.0	0.0	0.0	0.0
news-gazette.com	0.0	0.0	1.0	0.0				
grid.news					1.0	0.0	0.0	0.0
mcclatchydc.com					1.0	0.0	0.0	0.0
inquirer.net					1.0	0.0	0.0	0.0
virginiamercury.com					1.0	0.0	0.0	0.0
ctpost.com					1.0	0.0	0.0	0.0
NJ1015.com	0.0	0.0	1.0	0.0				
fox56.com	0.0	0.0	1.0	0.0				
mydailyregister.com	0.0	0.0	1.0	0.0				
antiwar.com	0.0	0.0	1.0	0.0				
guttmacher.org					1.0	0.0	0.0	0.0
washingtonmonthly.com					1.0	0.0	0.0	0.0
kutv.com	0.0	0.0	1.0	0.0				
wcyb.com	0.0	0.0	1.0	0.0				
worldpolicy.org					1.0	0.0	0.0	0.0
dailyhive.com					1.0	0.0	0.0	0.0
capoliticalreview.com	0.0	0.0	1.0	0.0				
propublica.org					1.0	0.0	0.0	0.0
timesheadline.com					1.0	0.0	0.0	0.0
chalkbeat.org					1.0	0.0	0.0	0.0
edmontonexaminer.com	0.0	0.0	1.0	0.0				
eldiariony.com					1.0	0.0	0.0	0.0
thebrunswicknews.com	0.0	0.0	1.0	0.0				
miamiherald.com					1.0	0.0	0.0	0.0
msn.com					1.0	0.0	0.0	0.0
spectator.co.uk	0.0	0.0	1.0	0.0				
irishtimes.com					1.0	0.0	0.0	0.0
globalcitizen.org					1.0	0.0	0.0	0.0
cnbc.com					1.0	0.0	0.0	0.0
idahopress.com					1.0	0.0	0.0	0.0
thenewtropic.com					1.0	0.0	0.0	0.0
techdirt.com					1.0	0.0	0.0	0.0
thebureauinvestigates.com					1.0	0.0	0.0	0.0
theguardian.com					1.0	0.0	0.0	0.0
diply.com					1.0	0.0	0.0	0.0
pravda.com.ua					1.0	0.0	0.0	0.0
mediafiledc.com					1.0	0.0	0.0	0.0
hechingerreport.org					1.0	0.0	0.0	0.0
edmontonjournal.com	0.0	0.0	1.0	0.0				
zeit.de					1.0	0.0	0.0	0.0
jihadica.com					1.0	0.0	0.0	0.0
al-sura.com					1.0	0.0	0.0	0.0
realclearmarkets.com	0.0	0.0	1.0	0.0				
emptywheel.net					1.0	0.0	0.0	0.0
elmundo.es	0.0	0.0	1.0	0.0				
newmoderate.com					1.0	0.0	0.0	0.0
kimatv.com	0.0	0.0	1.0	0.0				
newsandsentinel.com	0.0	0.0	1.0	0.0				
thestarphoenix.com	0.0	0.0	1.0	0.0				
unionleader.com	0.0	0.0	1.0	0.0				
emerging-europe.org					1.0	0.0	0.0	0.0
scroll.in					1.0	0.0	0.0	0.0
wctrib.com	0.0	0.0	1.0	0.0				
news4sanantonio.com	0.0	0.0	1.0	0.0				
votevets.org					1.0	0.0	0.0	0.0
citypages.com					1.0	0.0	0.0	0.0
freep.com					1.0	0.0	0.0	0.0
turnto10.com	0.0	0.0	1.0	0.0				
realclearreligion.org	0.0	0.0	1.0	0.0				
Spin.com					1.0	0.0	0.0	0.0
denvergazette.com	0.0	0.0	1.0	0.0				
okcfox.com	0.0	0.0	1.0	0.0				
caledonenterprise.com					1.0	0.0	0.0	0.0
middleeasteye.net					1.0	0.0	0.0	0.0
dailycommercial.com					1.0	0.0	0.0	0.0
marketwatch.com	0.0	0.0	1.0	0.0				
swissinfo.ch					1.0	0.0	0.0	0.0
independent.ie	0.0	0.0	1.0	0.0				
earthjustice.org					1.0	0.0	0.0	0.0
dailyadvocate.com	0.0	0.0	1.0	0.0				
tucson.com					1.0	0.0	0.0	0.0
mtdemocrat.com	0.0	0.0	1.0	0.0				
detroitnews.com	0.0	0.0	1.0	0.0				
albertaviews.ca					1.0	0.0	0.0	0.0
courierpress.com					1.0	0.0	0.0	0.0
sltrib.com					1.0	0.0	0.0	0.0
berkeleyside.com					1.0	0.0	0.0	0.0
lifehacker.com					1.0	0.0	0.0	0.0
govexec.com					1.0	0.0	0.0	0.0
pamplinmedia.com					1.0	0.0	0.0	0.0
fox11online.com	0.0	0.0	1.0	0.0				
timesgazette.com	0.0	0.0	1.0	0.0				
foxreno.com	0.0	0.0	1.0	0.0				
brookings.edu					1.0	0.0	0.0	0.0
health.com					1.0	0.0	0.0	0.0
cjonline.com					1.0	0.0	0.0	0.0
cftni.org	0.0	0.0	1.0	0.0				
stepfeed.com					1.0	0.0	0.0	0.0
austindailyherald.com					1.0	0.0	0.0	0.0
earth.columbia.edu					1.0	0.0	0.0	0.0
yorkdispatch.edu					1.0	0.0	0.0	0.0
fox42kptm.com	0.0	0.0	1.0	0.0				
foxrochester.com	0.0	0.0	1.0	0.0				
allgov.com					1.0	0.0	0.0	0.0
pe.com	0.0	0.0	1.0	0.0				
barrietoday.com					1.0	0.0	0.0	0.0
local21news.com	0.0	0.0	1.0	0.0				
srnnews.com	0.0	0.0	1.0	0.0				
interfax.ru	0.0	0.0	1.0	0.0				
dailypress.com	0.0	0.0	1.0	0.0				
infobae.com					1.0	0.0	0.0	0.0
taxpayer.com	0.0	0.0	1.0	0.0				
grist.org					1.0	0.0	0.0	0.0
anchoragepress.com	0.0	0.0	1.0	0.0				
justsecurity.org					1.0	0.0	0.0	0.0
espn.com					1.0	0.0	0.0	0.0
digg.com					1.0	0.0	0.0	0.0
sstraitstimes.com	0.0	0.0	1.0	0.0				
mediapart.fr					1.0	0.0	0.0	0.0
dailynews.com	0.0	0.0	1.0	0.0				
palmbeachdailynews.com					1.0	0.0	0.0	0.0
americanpublicmedia.org					1.0	0.0	0.0	0.0
inquisitr.com					1.0	0.0	0.0	0.0
khn.org					1.0	0.0	0.0	0.0
mcdonoughvoice.com					1.0	0.0	0.0	0.0
itep.org					1.0	0.0	0.0	0.0
justfacts.com	0.0	0.0	1.0	0.0				
bleacherreport.com					1.0	0.0	0.0	0.0
pressherald.com					1.0	0.0	0.0	0.0
rooseveltinstitute.org					1.0	0.0	0.0	0.0
cbs2iowa.com	0.0	0.0	1.0	0.0				
lapresse.ca					1.0	0.0	0.0	0.0
norwichbulletin.com					1.0	0.0	0.0	0.0
nation.com.pk	0.0	0.0	1.0	0.0				
inhomelandsecurity.com	0.0	0.0	1.0	0.0				
fraserinstitute.org	0.0	0.0	1.0	0.0				
naplesnews.com					1.0	0.0	0.0	0.0
arktimes.com					1.0	0.0	0.0	0.0
occupyindependents.com					1.0	0.0	0.0	0.0
cjnews.com	0.0	0.0	1.0	0.0				
populardemocracy.org					1.0	0.0	0.0	0.0
thestarpress.com					1.0	0.0	0.0	0.0
wpgh53.com	0.0	0.0	1.0	0.0				
thelocal.no					1.0	0.0	0.0	0.0
tnonline.com	0.0	0.0	1.0	0.0				
newleftreview.org					1.0	0.0	0.0	0.0
atlanta.cbslocal.com					1.0	0.0	0.0	0.0
tampa.cbslocal.com					1.0	0.0	0.0	0.0
knightfoundation.org					1.0	0.0	0.0	0.0
bustle.com					1.0	0.0	0.0	0.0
centerforinquiry.org					1.0	0.0	0.0	0.0
kansascity.com					1.0	0.0	0.0	0.0
eluniverso.com	0.0	0.0	1.0	0.0				
orlandosentinel.com					1.0	0.0	0.0	0.0
macleans.ca					1.0	0.0	0.0	0.0
azcapitoltimes.com					1.0	0.0	0.0	0.0
tharawat-magazine.com	0.0	0.0	1.0	0.0				
ahvalnews.com					1.0	0.0	0.0	0.0
opendoorsusa.org	0.0	0.0	1.0	0.0				
usatoday.com					1.0	0.0	0.0	0.0
the-american-interest.com	0.0	0.0	1.0	0.0				
studentnewsdaily.com	0.0	0.0	1.0	0.0				
itv.com	0.0	0.0	1.0	0.0				
insider.com					1.0	0.0	0.0	0.0
startribune.com					1.0	0.0	0.0	0.0
epi.org					1.0	0.0	0.0	0.0
eastbaytimes.com					1.0	0.0	0.0	0.0
nydailynews.com					1.0	0.0	0.0	0.0
faithfamilyamerica.com	0.0	0.0	1.0	0.0				
westernmassnews.com					1.0	0.0	0.0	0.0
bellinghamherald.com					1.0	0.0	0.0	0.0
oilandwaterdontmix.org					1.0	0.0	0.0	0.0
politicalcritique.org					1.0	0.0	0.0	0.0
bild.de	0.0	0.0	1.0	0.0				
carolinapublicpress.org					1.0	0.0	0.0	0.0
wvgazettemail.com					1.0	0.0	0.0	0.0
heraldonline.com					1.0	0.0	0.0	0.0
foxbusiness.com	0.0	0.0	1.0	0.0				
denverpost.com					1.0	0.0	0.0	0.0
spectatorworld.com	0.0	0.0	1.0	0.0				
metro.co.uk					1.0	0.0	0.0	0.0
kuow.org					1.0	0.0	0.0	0.0
jns.org	0.0	0.0	1.0	0.0				
berlingske.dk	0.0	0.0	1.0	0.0				
taskandpurpose.com					1.0	0.0	0.0	0.0
katu.com	0.0	0.0	1.0	0.0				
thechristianleft.org					1.0	0.0	0.0	0.0
newsite.thehindu.com					1.0	0.0	0.0	0.0
delgazette.com	0.0	0.0	1.0	0.0				
statepress.com					1.0	0.0	0.0	0.0
kdsm17.com	0.0	0.0	1.0	0.0				
fightforthefuture.com					1.0	0.0	0.0	0.0
elpasotimes.com					1.0	0.0	0.0	0.0
radiotelevisionmarti.com					1.0	0.0	0.0	0.0
fox38corpuschristi.com	0.0	0.0	1.0	0.0				
fool.com					1.0	0.0	0.0	0.0
blackpressusa.com					1.0	0.0	0.0	0.0
13wham.com	0.0	0.0	1.0	0.0				
worldcrunch.com					1.0	0.0	0.0	0.0
stamfordadvocate.com					1.0	0.0	0.0	0.0
kotaku.com					1.0	0.0	0.0	0.0
leicestermercury.co.uk	0.0	0.0	1.0	0.0				
sungazette.com	0.0	0.0	1.0	0.0				
bostonherald.com	0.0	0.0	1.0	0.0				
nowentertainment.net	0.0	0.0	1.0	0.0				
nature.org					1.0	0.0	0.0	0.0
zebrafactcheck.com	0.0	0.0	1.0	0.0				
insidesources.com	0.0	0.0	1.0	0.0				
delawareonline.com					1.0	0.0	0.0	0.0
facebook.com/news					1.0	0.0	0.0	0.0
theitem.com	0.0	0.0	1.0	0.0				
vancouversun.com	0.0	0.0	1.0	0.0				
azcentral.com					1.0	0.0	0.0	0.0
deccanchronicle.com	0.0	0.0	1.0	0.0				
thespec.com					1.0	0.0	0.0	0.0
bt.dk	0.0	0.0	1.0	0.0				
gmanetwork.com					1.0	0.0	0.0	0.0
standard.co.uk	0.0	0.0	1.0	0.0				
thehindubusinessline.com	0.0	0.0	1.0	0.0				
readfrontier.org					1.0	0.0	0.0	0.0
timesofisrael.com					1.0	0.0	0.0	0.0
kentucky.com					1.0	0.0	0.0	0.0
jacksonfreepress.com					1.0	0.0	0.0	0.0
magazine.atavist.com					1.0	0.0	0.0	0.0
lehighvalleylive.com					1.0	0.0	0.0	0.0
wtov9.com	0.0	0.0	1.0	0.0				
theolympian.com					1.0	0.0	0.0	0.0
klewtv.com	0.0	0.0	1.0	0.0				
transequality.org					1.0	0.0	0.0	0.0
euronews.com					1.0	0.0	0.0	0.0
baltimoresun.com					1.0	0.0	0.0	0.0
freedomalliance.org	0.0	0.0	1.0	0.0				
atlanticcouncil.org	0.0	0.0	1.0	0.0				
francetvinfo.fr					1.0	0.0	0.0	0.0
thestreet.com	0.0	0.0	1.0	0.0				
greenfieldreporter.com	0.0	0.0	1.0	0.0				
thebulletin.org					1.0	0.0	0.0	0.0
ajc.com					1.0	0.0	0.0	0.0
egyptianstreets.com					1.0	0.0	0.0	0.0
thebreakthrough.org	0.0	0.0	1.0	0.0				
typemediacenter.org					1.0	0.0	0.0	0.0
wgxa.com	0.0	0.0	1.0	0.0				
altoday.com	0.0	0.0	1.0	0.0				
bgr.com					1.0	0.0	0.0	0.0
ynetnews.edu					1.0	0.0	0.0	0.0
birminghammail.co.uk					1.0	0.0	0.0	0.0
mintpressnews.org					1.0	0.0	0.0	0.0
cleveland.com					1.0	0.0	0.0	0.0
gp.se	0.0	0.0	1.0	0.0				
crosscut.com					1.0	0.0	0.0	0.0
tribtown.com	0.0	0.0	1.0	0.0				
cambridgetimes.ca					1.0	0.0	0.0	0.0
globalriskinsights.com					1.0	0.0	0.0	0.0
gunviolencearchive.org					1.0	0.0	0.0	0.0
nbc25news.com	0.0	0.0	1.0	0.0				
washingtonpost.com					1.0	0.0	0.0	0.0
engadget.com					1.0	0.0	0.0	0.0
sacbee.com					1.0	0.0	0.0	0.0
learnliberty.org	0.0	0.0	1.0	0.0				
thestate.com					1.0	0.0	0.0	0.0
kenoshanews.com					1.0	0.0	0.0	0.0
theatlantic.com					1.0	0.0	0.0	0.0
miami.cbslocal.com					1.0	0.0	0.0	0.0
self.com					1.0	0.0	0.0	0.0
americanfirearms.org	0.0	0.0	1.0	0.0				
minnesota.cbslocal.com					1.0	0.0	0.0	0.0
bipartisanpolicy.org	0.0	0.0	1.0	0.0				
chicago.suntimes.com					1.0	0.0	0.0	0.0
inews.co.uk					1.0	0.0	0.0	0.0
pbs.org					1.0	0.0	0.0	0.0
chicago.cbslocal.com					1.0	0.0	0.0	0.0
prospectmagazine.co.uk					1.0	0.0	0.0	0.0
belfercenter.org					1.0	0.0	0.0	0.0
dailytarheel.com					1.0	0.0	0.0	0.0
theihs.org	0.0	0.0	1.0	0.0				
phoenixnewtimes.com					1.0	0.0	0.0	0.0
healthyway.com					1.0	0.0	0.0	0.0
theringer.com					1.0	0.0	0.0	0.0
youthrights.org					1.0	0.0	0.0	0.0
clarionledger.com					1.0	0.0	0.0	0.0
abqjournal.com	0.0	0.0	1.0	0.0				
tabletmag.com	0.0	0.0	1.0	0.0				
ottawasun.com	0.0	0.0	1.0	0.0				
chicagotribune.com	0.0	0.0	1.0	0.0				
kmph.com	0.0	0.0	1.0	0.0				
news3lv.com	0.0	0.0	1.0	0.0				
